event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
1,Technical,72,3,20000,1,1,0,0,1,3,1,3,4,2546,4244,0,0,4571,9092,20453
4,Workshop,94,3,0,1,1,1,1,0,7,1,2,2,2289,1108,1022,1954,0,6545,12918
2,Hackathon,130,4,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,11500,11500
4,Workshop,38,2,0,1,1,1,1,0,2,1,2,3,1055,1453,585,1263,0,6457,10813
3,Seminar,99,1,0,1,0,0,1,0,9,2,2,0,3578,0,995,0,0,7749,12322
2,Hackathon,75,5,1000,1,0,0,1,1,3,1,3,0,6364,0,988,0,4544,11357,23253
0,Non-Technical,41,2,5000,1,0,0,1,0,2,1,4,0,2223,0,542,0,0,8327,11092
1,Technical,136,2,0,1,0,0,0,0,11,3,4,0,5694,0,0,0,0,8949,14643
4,Workshop,71,4,0,1,1,0,0,0,2,1,3,1,2500,2534,0,0,0,9061,14095
3,Seminar,280,2,0,0,0,1,0,0,17,8,0,0,0,0,0,5216,0,4917,10133
0,Non-Technical,65,4,1000,1,0,1,0,1,2,1,3,0,3124,0,0,3314,2133,5872,14443
2,Hackathon,97,4,2000,1,0,0,0,1,3,3,1,0,1282,0,0,0,1730,7321,10333
4,Workshop,66,3,0,1,0,1,1,0,3,1,3,0,3042,0,856,4313,0,8038,16249
4,Workshop,32,5,0,1,0,0,0,0,2,1,2,0,899,0,0,0,0,6985,7884
0,Non-Technical,248,4,0,1,1,0,1,0,9,4,4,4,23988,12484,3263,0,0,9634,49369
3,Seminar,100,3,0,0,1,0,1,0,4,2,0,2,0,3633,1633,0,0,8992,14258
3,Seminar,77,3,0,1,0,0,1,0,3,2,1,0,1120,0,909,0,0,2419,4448
1,Technical,69,2,0,1,0,0,1,0,3,1,2,0,1500,0,944,0,0,11437,13881
3,Seminar,120,2,0,1,0,1,1,0,5,2,2,0,2940,0,1450,9141,0,13635,27166
4,Workshop,79,3,0,1,1,1,0,0,3,1,4,1,4063,2761,0,6008,0,8691,21523
0,Non-Technical,197,3,20000,1,0,1,0,1,10,3,2,0,4016,0,0,16007,2017,15037,37077
2,Hackathon,190,8,15000,1,0,1,0,1,13,3,1,0,36813,0,0,3161,1812,7175,48961
0,Non-Technical,238,3,2000,1,1,0,1,1,13,4,4,1,13053,1215,2913,0,1780,10356,29317
4,Workshop,40,2,0,1,0,0,0,0,3,1,1,0,735,0,0,0,0,11756,12491
4,Workshop,31,4,0,1,0,0,1,0,2,1,1,0,1835,0,420,0,0,12083,14338
3,Seminar,238,1,0,1,1,0,1,0,14,4,1,2,3569,9101,2388,0,0,11492,26550
3,Seminar,123,3,0,1,0,0,1,0,8,2,3,0,3928,0,1761,0,0,5884,11573
0,Non-Technical,226,3,1000,1,0,0,1,1,12,3,3,0,7444,0,2852,0,1852,12042,24190
4,Workshop,91,3,0,1,1,1,1,0,4,1,1,2,1205,3026,1418,4273,0,10710,20632
3,Seminar,289,3,0,1,0,0,0,0,15,9,4,0,10804,0,0,0,0,8702,19506
1,Technical,185,2,1000,1,1,0,1,1,10,3,4,3,7070,3200,2002,0,3652,11678,27602
3,Seminar,220,1,0,1,1,1,0,0,20,4,3,4,10139,9539,0,14778,0,10471,44927
3,Seminar,216,1,0,1,1,0,0,0,12,4,4,2,9108,1548,0,0,0,7048,17704
4,Workshop,67,4,0,1,1,1,1,0,2,1,4,3,7207,996,756,4325,0,8487,21771
4,Workshop,66,3,0,1,0,1,0,0,3,1,3,0,2318,0,0,3805,0,6826,12949
0,Non-Technical,165,4,3000,1,1,0,1,1,7,2,1,5,10851,9081,1518,0,4745,9745,35940
2,Hackathon,129,4,3000,0,0,1,1,1,5,2,0,0,0,0,2019,10177,2180,6072,20448
4,Workshop,23,2,0,0,0,0,1,0,2,1,0,0,0,0,459,0,0,9290,9749
1,Technical,90,1,5000,1,1,0,1,1,5,2,2,5,2117,3464,1243,0,1906,8264,16994
0,Non-Technical,42,1,0,1,1,0,0,0,3,1,3,5,1297,2454,0,0,0,8587,12338
1,Technical,139,3,0,0,1,0,1,0,12,2,0,3,0,4619,1533,0,0,6053,12205
1,Technical,142,1,15000,1,1,1,1,0,8,2,3,4,4821,7653,1464,9332,0,9697,32967
2,Hackathon,150,4,0,1,1,1,1,0,8,3,3,4,15643,6761,1461,2451,0,11673,37989
0,Non-Technical,27,3,0,1,0,1,1,0,2,1,2,0,730,0,453,1377,0,7733,10293
3,Seminar,170,1,0,1,1,0,1,0,8,5,4,5,7919,8018,2081,0,0,8530,26548
1,Technical,88,2,20000,1,0,0,1,1,6,1,2,0,3301,0,994,0,1780,5364,11439
4,Workshop,65,3,0,1,1,0,0,0,3,1,2,4,2085,1425,0,0,0,9630,13140
3,Seminar,87,1,0,1,0,0,1,0,5,2,4,0,3608,0,927,0,0,5971,10506
0,Non-Technical,159,1,5000,1,0,1,0,1,9,2,1,0,1646,0,0,3366,4938,13177,23127
3,Seminar,161,1,0,0,1,1,1,0,14,2,0,1,0,957,2304,9359,0,5956,18576
3,Seminar,94,2,0,1,0,0,1,0,3,1,2,0,2573,0,906,0,0,8982,12461
2,Hackathon,182,5,0,1,1,0,1,0,9,5,4,1,8062,1899,1945,0,0,13305,25211
3,Seminar,218,2,0,1,1,0,1,0,18,5,3,5,7289,9822,2414,0,0,8569,28094
2,Hackathon,125,4,10000,0,1,0,1,1,8,2,0,1,0,4032,1790,0,4429,9196,19447
3,Seminar,136,1,0,1,0,0,0,0,10,2,3,0,5302,0,0,0,0,9569,14871
1,Technical,94,2,10000,1,1,0,1,1,4,2,1,3,1902,3447,978,0,2036,10325,18688
0,Non-Technical,142,2,0,1,1,1,1,0,7,3,2,4,3270,2396,2097,7901,0,5342,21006
0,Non-Technical,118,3,3000,1,1,0,1,0,8,3,3,2,3635,3451,1414,0,0,6194,14694
2,Hackathon,162,4,0,1,0,1,0,0,8,3,2,0,12418,0,0,2803,0,8517,23738
4,Workshop,37,4,0,1,0,1,1,0,2,1,1,0,362,0,492,1345,0,6921,9120
1,Technical,131,1,2000,1,1,0,1,0,13,2,2,3,3671,6690,1794,0,0,11580,23735
4,Workshop,34,3,0,1,0,0,1,0,2,1,2,0,818,0,388,0,0,6985,8191
3,Seminar,119,3,0,1,1,1,1,0,7,2,1,2,1485,1406,1830,6777,0,7712,19210
4,Workshop,95,4,0,1,0,0,1,0,9,1,4,0,8832,0,1097,0,0,7876,17805
1,Technical,167,3,1000,1,0,1,1,0,7,3,2,0,5131,0,1588,3819,0,9066,19604
2,Hackathon,35,4,5000,1,0,1,0,0,2,1,2,0,941,0,0,2163,0,2907,6011
3,Seminar,251,3,0,1,1,0,1,0,13,6,4,5,11795,14836,3139,0,0,11486,41256
0,Non-Technical,39,2,1000,1,1,0,1,1,3,1,2,4,809,1938,483,0,4535,5365,13130
3,Seminar,92,1,0,1,1,0,1,0,5,2,3,5,2987,3940,1453,0,0,6082,14462
0,Non-Technical,46,2,0,1,0,0,1,0,2,1,3,0,1700,0,734,0,0,10851,13285
3,Seminar,183,3,0,1,1,1,1,0,16,3,3,2,5082,1477,1889,4243,0,12191,24882
3,Seminar,246,2,0,1,1,1,1,0,10,5,1,3,3503,3951,2809,3937,0,9849,24049
0,Non-Technical,31,3,0,1,1,1,1,0,2,1,1,4,457,1780,475,1239,0,3717,7668
0,Non-Technical,157,4,2000,0,1,0,1,1,13,5,0,4,0,8009,2321,0,3991,9042,23363
4,Workshop,95,5,0,1,0,1,1,0,3,1,4,0,8530,0,1239,1575,0,10033,21377
3,Seminar,238,1,0,1,0,0,1,0,18,6,2,0,8305,0,2164,0,0,4808,15277
2,Hackathon,191,5,0,1,0,1,1,0,19,3,2,0,17045,0,2474,4414,0,1729,25662
2,Hackathon,90,5,0,0,0,0,1,0,6,1,0,0,0,0,1017,0,0,6707,7724
3,Seminar,119,3,0,1,0,0,1,0,4,3,2,0,4020,0,1217,0,0,9749,14986
1,Technical,84,3,0,0,1,0,1,0,5,1,0,2,0,1025,1170,0,0,7040,9235
2,Hackathon,120,5,7000,1,0,1,1,0,6,2,3,0,4752,0,1541,2633,0,5714,14640
0,Non-Technical,48,2,5000,0,0,0,0,1,3,1,0,0,0,0,0,0,1524,8658,10182
2,Hackathon,150,7,20000,1,1,1,0,1,12,4,4,4,29360,7563,0,2584,2274,4618,46399
1,Technical,46,1,2000,1,1,0,1,1,2,1,3,2,2041,1251,686,0,2508,6454,12940
1,Technical,114,1,0,1,0,0,1,0,4,2,2,0,3231,0,1019,0,0,12313,16563
3,Seminar,169,3,0,1,1,0,1,0,16,3,3,5,5068,8931,2250,0,0,8141,24390
0,Non-Technical,104,4,2000,1,1,1,1,0,8,2,2,4,7788,5343,1527,1962,0,11876,28496
1,Technical,162,3,0,1,1,0,1,0,12,4,2,5,3671,8274,2306,0,0,3163,17414
0,Non-Technical,144,4,1000,1,0,0,0,1,8,2,2,0,15851,0,0,0,1608,7551,25010
2,Hackathon,126,6,15000,1,1,0,1,0,9,2,3,3,23544,5776,1470,0,0,2830,33620
2,Hackathon,151,4,10000,1,0,0,0,1,11,4,4,0,17865,0,0,0,3232,9641,30738
2,Hackathon,174,5,0,1,1,1,1,0,14,4,2,1,17145,1156,2320,11505,0,10346,42472
0,Non-Technical,131,4,7000,1,0,0,1,1,6,2,2,0,2837,0,1549,0,5650,5213,15249
3,Seminar,242,2,0,0,1,1,1,0,11,5,0,3,0,9677,3059,13423,0,7628,33787
0,Non-Technical,72,3,0,1,0,1,1,0,3,1,3,0,3087,0,762,1161,0,8666,13676
1,Technical,170,1,0,0,0,0,1,0,11,2,0,0,0,0,2394,0,0,6272,8666
1,Technical,65,3,0,1,1,0,0,0,4,1,3,5,2078,3452,0,0,0,10715,16245
4,Workshop,31,2,0,1,1,0,0,0,2,1,3,5,1068,1697,0,0,0,7674,10439
1,Technical,132,2,5000,1,0,0,1,0,13,3,4,0,5544,0,1658,0,0,7008,14210
2,Hackathon,131,8,10000,1,0,0,0,1,11,2,1,0,23082,0,0,0,4289,6822,34193
3,Seminar,58,1,0,0,1,1,1,0,3,1,0,1,0,604,650,4412,0,4922,10588
3,Seminar,223,1,0,1,0,1,1,0,14,6,1,0,3243,0,2545,18001,0,5975,29764
3,Seminar,184,3,0,1,1,1,0,0,9,3,2,4,4367,7910,0,11267,0,9540,33084
1,Technical,39,1,3000,0,1,0,1,1,2,1,0,5,0,2726,670,0,4343,5754,13493
3,Seminar,109,2,0,1,0,1,0,0,4,2,1,0,818,0,0,2220,0,5309,8347
2,Hackathon,163,7,20000,1,0,1,1,1,9,2,1,0,2455,0,2447,8147,1707,12449,27205
1,Technical,85,3,1000,1,1,0,0,0,4,1,3,1,2411,2787,0,0,0,6350,11548
0,Non-Technical,129,2,10000,0,0,0,0,0,6,4,0,0,0,0,0,0,0,3563,3563
0,Non-Technical,43,1,20000,1,0,0,0,1,3,1,2,0,996,0,0,0,2097,7478,10571
2,Hackathon,140,7,20000,1,1,1,0,0,8,2,2,3,3282,6226,0,1867,0,12645,24020
3,Seminar,90,2,0,1,0,1,0,0,6,1,2,0,1507,0,0,1793,0,4028,7328
2,Hackathon,123,7,0,1,0,0,0,0,8,3,4,0,5021,0,0,0,0,6652,11673
3,Seminar,85,1,0,1,1,1,1,0,3,2,3,4,2574,4268,1367,6904,0,5790,20903
1,Technical,174,2,2000,0,1,1,1,0,9,5,0,1,0,1241,1677,11034,0,8774,22726
4,Workshop,86,3,0,1,1,1,1,0,3,2,3,1,3296,522,1350,1300,0,7331,13799
3,Seminar,205,2,0,1,0,1,1,0,12,5,4,0,10373,0,3141,3195,0,7883,24592
4,Workshop,80,2,0,0,0,1,1,0,3,2,0,0,0,0,1175,4053,0,12321,17549
0,Non-Technical,82,3,2000,1,1,1,1,1,7,1,1,4,1367,1642,1101,6791,2294,9414,22609
2,Hackathon,118,7,0,1,0,1,0,0,6,3,2,0,26140,0,0,6946,0,6055,39141
1,Technical,158,1,7000,1,0,1,1,1,13,3,4,0,8427,0,1460,2721,2546,8586,23740
0,Non-Technical,205,3,0,1,0,1,1,0,8,6,3,0,5894,0,1766,3949,0,10407,22016
0,Non-Technical,173,1,7000,1,1,1,1,1,13,3,4,3,7261,1909,1838,3427,2410,11858,28703
1,Technical,133,1,10000,1,1,1,0,1,5,3,3,2,5535,5650,0,8945,1982,6110,28222
1,Technical,109,4,10000,1,1,1,1,0,4,2,4,1,11459,616,1430,2202,0,2275,17982
4,Workshop,78,3,0,1,1,1,1,0,4,1,1,5,1115,3582,802,4959,0,5786,16244
2,Hackathon,37,4,20000,1,0,1,1,0,3,1,1,0,3009,0,738,3112,0,6030,12889
4,Workshop,53,3,0,0,0,1,1,0,4,1,0,0,0,0,838,2636,0,6800,10274
3,Seminar,69,1,0,0,1,1,1,0,3,1,0,2,0,3595,824,5177,0,5212,14808
3,Seminar,296,3,0,1,0,1,0,0,17,6,1,0,3104,0,0,17595,0,8047,28746
2,Hackathon,156,4,2000,1,1,1,1,1,7,3,3,4,15018,6464,1699,3267,1503,7581,35532
1,Technical,108,1,0,1,1,0,0,0,5,1,3,5,4193,5130,0,0,0,9225,18548
2,Hackathon,150,4,0,1,0,1,1,0,13,3,2,0,15197,0,1908,10729,0,4435,32269
0,Non-Technical,199,1,10000,1,1,1,1,1,9,5,4,1,10228,1125,3029,10640,2187,6046,33255
2,Hackathon,197,4,15000,1,0,1,1,1,10,5,2,0,15120,0,1903,15581,3871,4799,41274
0,Non-Technical,207,1,0,1,0,1,0,0,14,5,1,0,4139,0,0,2818,0,9749,16706
4,Workshop,79,3,0,1,1,1,0,0,4,1,3,5,3101,4860,0,1709,0,6486,16156
1,Technical,81,1,3000,1,0,1,0,1,5,2,1,0,1121,0,0,4342,2306,6082,13851
4,Workshop,62,2,0,1,1,0,1,0,3,1,2,3,1876,3056,698,0,0,9385,15015
4,Workshop,38,3,0,1,0,0,1,0,2,1,1,0,601,0,490,0,0,8600,9691
2,Hackathon,71,8,0,1,1,0,1,0,5,2,4,2,3755,3195,705,0,0,11458,19113
3,Seminar,282,2,0,1,0,0,0,0,15,6,2,0,6716,0,0,0,0,7484,14200
3,Seminar,103,3,0,1,0,1,1,0,7,3,2,0,2521,0,1456,5646,0,12105,21728
2,Hackathon,74,4,5000,1,0,0,0,0,7,2,1,0,6532,0,0,0,0,5887,12419
3,Seminar,285,3,0,0,1,0,1,0,12,7,0,4,0,12683,3533,0,0,9540,25756
4,Workshop,29,3,0,1,0,1,0,0,2,1,3,0,826,0,0,2499,0,4914,8239
2,Hackathon,124,6,10000,1,1,0,1,1,5,3,3,5,13803,7136,1362,0,1624,10191,34116
1,Technical,182,2,10000,1,1,0,1,1,16,3,4,1,8761,1458,2336,0,2113,7040,21708
0,Non-Technical,153,1,0,1,1,1,1,0,6,2,1,4,2307,5989,2087,12070,0,6171,28624
0,Non-Technical,120,1,20000,1,0,1,1,0,5,3,3,0,5116,0,1057,2520,0,7667,16360
0,Non-Technical,64,4,0,1,0,1,0,0,3,1,3,0,5997,0,0,1326,0,2639,9962
2,Hackathon,163,8,0,1,1,0,0,0,10,3,2,1,3700,1828,0,0,0,4515,10043
1,Technical,19,4,7000,1,1,0,1,1,2,1,3,3,1694,1116,329,0,3208,6688,13035
2,Hackathon,194,4,10000,1,1,1,0,1,13,4,4,1,9660,722,0,3456,2104,8958,24900
3,Seminar,152,2,0,1,0,0,1,0,7,2,3,0,5205,0,2374,0,0,8824,16403
4,Workshop,87,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,7351,7351
3,Seminar,107,3,0,1,1,1,1,0,4,2,1,5,1349,5101,1578,1944,0,11068,21040
4,Workshop,76,4,0,1,1,1,0,0,4,1,1,2,763,2503,0,1830,0,5761,10857
0,Non-Technical,54,2,0,1,1,0,1,0,2,1,1,1,1140,1702,722,0,0,2751,6315
4,Workshop,77,5,0,1,0,0,0,0,3,1,2,0,2038,0,0,0,0,7199,9237
4,Workshop,78,3,0,1,1,1,1,0,5,1,4,4,3388,2837,1374,4415,0,4010,16024
3,Seminar,165,3,0,1,1,0,1,0,16,3,2,4,3712,7456,2642,0,0,15825,29635
0,Non-Technical,217,4,0,0,0,0,1,0,12,6,0,0,0,0,3075,0,0,8341,11416
3,Seminar,274,1,0,1,1,1,1,0,11,6,1,3,4919,3753,2761,19462,0,6960,37855
3,Seminar,243,2,0,0,1,0,0,0,10,6,0,1,0,1763,0,0,0,10061,11824
0,Non-Technical,78,1,0,1,1,0,0,0,3,2,3,3,2427,4115,0,0,0,3966,10508
1,Technical,130,3,5000,1,1,0,1,1,13,2,1,1,1943,1041,1692,0,3741,8109,16526
2,Hackathon,138,7,0,1,1,1,1,0,7,2,1,4,21002,6527,1690,2022,0,7461,38702
3,Seminar,75,2,0,1,1,1,1,0,6,1,2,1,1703,792,862,1591,0,6066,11014
2,Hackathon,64,8,10000,1,1,0,1,0,6,1,3,5,2322,2985,815,0,0,6483,12605
4,Workshop,72,3,0,1,1,0,0,0,3,2,2,4,1542,4742,0,0,0,5617,11901
0,Non-Technical,168,3,20000,0,1,1,1,0,8,4,0,1,0,1051,1707,11824,0,11731,26313
4,Workshop,63,4,0,1,0,0,0,0,3,1,3,0,2355,0,0,0,0,6814,9169
3,Seminar,289,3,0,1,0,1,0,0,24,9,3,0,9474,0,0,4163,0,10171,23808
2,Hackathon,48,4,1000,1,0,0,1,1,2,1,3,0,1793,0,538,0,2045,3482,7858
3,Seminar,127,2,0,1,0,0,1,0,7,3,2,0,2694,0,2016,0,0,12689,17399
3,Seminar,91,3,0,1,0,0,1,0,6,1,3,0,3175,0,1256,0,0,7056,11487
0,Non-Technical,35,3,3000,1,0,0,1,1,2,1,2,0,954,0,599,0,3945,8497,13995
2,Hackathon,119,8,1000,1,0,0,0,1,6,2,4,0,13966,0,0,0,1844,10186,25996
1,Technical,70,1,7000,0,1,0,1,1,2,1,0,5,0,3074,1063,0,3853,8816,16806
0,Non-Technical,124,2,0,0,0,1,1,0,5,3,0,0,0,0,1238,2110,0,4642,7990
4,Workshop,98,3,0,0,1,0,1,0,3,2,0,3,0,5593,1171,0,0,4650,11414
3,Seminar,289,1,0,0,1,1,1,0,20,5,0,3,0,13034,3901,16613,0,8790,42338
2,Hackathon,37,4,0,1,1,0,1,0,2,1,4,4,3478,1034,747,0,0,6899,12158
0,Non-Technical,169,1,0,1,1,0,1,0,16,3,3,4,6106,7819,1543,0,0,9030,24498
4,Workshop,52,2,0,1,0,0,1,0,2,1,3,0,1720,0,822,0,0,9201,11743
0,Non-Technical,57,3,15000,1,1,0,0,1,3,1,1,4,768,2165,0,0,2253,5418,10604
1,Technical,136,4,10000,1,0,0,1,1,10,3,2,0,2207,0,2006,0,1420,6624,12257
1,Technical,61,2,3000,1,0,0,1,1,2,1,3,0,2036,0,847,0,4104,9085,16072
4,Workshop,80,5,0,1,1,0,1,0,3,1,2,5,7930,3640,797,0,0,5263,17630
4,Workshop,76,3,0,1,0,1,0,0,5,1,2,0,1682,0,0,1735,0,7383,10800
4,Workshop,65,5,0,1,1,0,0,0,2,1,4,3,2844,1425,0,0,0,7546,11815
0,Non-Technical,177,1,15000,1,0,1,1,1,7,3,2,0,5119,0,2734,7874,2023,12492,30242
1,Technical,150,4,15000,0,1,0,1,1,7,3,0,2,0,1357,1493,0,1906,11149,15905
0,Non-Technical,165,2,0,1,1,1,0,0,8,5,3,1,5679,6305,0,10627,0,4017,26628
3,Seminar,120,2,0,1,0,0,1,0,10,3,4,0,5001,0,1597,0,0,8474,15072
1,Technical,131,4,0,0,1,0,1,0,5,2,0,5,0,6669,1251,0,0,8845,16765
4,Workshop,63,4,0,1,0,0,1,0,5,1,1,0,3676,0,931,0,0,8129,12736
2,Hackathon,199,6,0,1,0,1,0,0,16,4,1,0,4349,0,0,4238,0,9733,18320
2,Hackathon,33,5,20000,1,1,1,1,1,2,1,3,4,2663,915,607,623,2491,8706,16005
1,Technical,113,3,10000,1,1,1,1,0,8,3,4,4,5538,2091,1304,6182,0,7639,22754
4,Workshop,35,5,0,1,0,0,1,0,2,1,3,0,3607,0,554,0,0,8436,12597
4,Workshop,38,4,0,1,1,1,0,0,2,1,2,2,2926,1615,0,1939,0,5474,11954
1,Technical,187,4,7000,1,1,0,1,0,9,5,1,4,14444,7233,2307,0,0,9397,33381
0,Non-Technical,64,2,10000,1,1,1,1,1,4,1,4,1,3491,455,1117,4208,3454,8307,21032
0,Non-Technical,199,4,10000,1,0,1,1,1,9,5,1,0,12783,0,2681,10100,4798,4823,35185
1,Technical,156,4,0,1,0,0,1,0,15,2,4,0,18425,0,1573,0,0,6210,26208
3,Seminar,241,1,0,1,0,0,1,0,14,5,4,0,13787,0,2508,0,0,4313,20608
1,Technical,172,2,20000,1,1,1,1,1,9,4,4,4,8163,3004,2251,13596,2386,4529,33929
4,Workshop,68,2,0,1,1,0,1,0,4,1,2,4,2135,3598,924,0,0,6139,12796
4,Workshop,78,2,0,1,1,0,1,0,4,1,4,1,3237,933,1010,0,0,6127,11307
1,Technical,98,4,5000,1,1,0,0,1,7,2,2,4,9808,3477,0,0,1557,9668,24510
4,Workshop,86,2,0,1,1,1,0,0,3,2,2,4,2209,4903,0,1804,0,6820,15736
1,Technical,44,4,1000,1,0,0,1,0,3,1,4,0,4323,0,778,0,0,9338,14439
3,Seminar,55,3,0,1,0,0,1,0,2,1,4,0,3048,0,817,0,0,6842,10707
3,Seminar,259,3,0,1,1,1,1,0,15,6,4,3,12892,3151,2731,2964,0,11377,33115
3,Seminar,188,3,0,0,1,1,0,0,9,3,0,2,0,6057,0,3896,0,6178,16131
1,Technical,174,1,0,1,1,1,1,0,9,3,4,1,8012,793,2788,13160,0,7897,32650
0,Non-Technical,221,4,3000,1,1,0,1,1,8,4,3,1,23531,5262,1959,0,3167,6909,40828
0,Non-Technical,137,1,2000,1,0,0,1,1,9,3,2,0,4511,0,1912,0,2817,7376,16616
4,Workshop,34,5,0,1,0,1,1,0,2,1,1,0,3140,0,488,931,0,5711,10270
0,Non-Technical,48,4,0,1,0,0,1,0,3,1,3,0,5750,0,582,0,0,8346,14678
4,Workshop,100,3,0,1,0,0,1,0,7,2,4,0,5859,0,1095,0,0,10534,17488
4,Workshop,51,3,0,1,1,0,1,0,2,1,1,3,404,2335,679,0,0,6239,9657
0,Non-Technical,150,4,3000,1,1,0,1,1,8,3,2,5,14001,6074,1412,0,1943,5264,28694
3,Seminar,271,3,0,1,1,1,0,0,22,7,4,4,12581,12502,0,20943,0,12838,58864
0,Non-Technical,160,2,20000,1,1,1,1,1,6,3,2,2,4272,5333,2145,3274,1756,8902,25682
3,Seminar,177,2,0,1,1,0,0,0,8,3,1,4,2777,9222,0,0,0,5505,17504
0,Non-Technical,156,3,20000,1,1,1,1,1,10,4,1,5,2117,6746,2108,8983,3094,12144,35192
3,Seminar,164,3,0,1,1,1,1,0,8,3,4,4,6652,6734,1549,7781,0,11359,34075
1,Technical,17,1,10000,1,0,1,0,1,2,1,2,0,588,0,0,602,2138,7827,11155
3,Seminar,275,2,0,1,1,0,1,0,22,8,2,4,6989,13791,3505,0,0,7565,31850
0,Non-Technical,95,4,0,1,0,1,1,0,6,1,4,0,4334,0,1161,6727,0,7541,19763
0,Non-Technical,41,2,10000,1,0,0,1,1,2,1,1,0,620,0,524,0,4611,7320,13075
4,Workshop,77,3,0,1,1,0,1,0,5,2,4,5,3143,3835,1157,0,0,4341,12476
3,Seminar,185,1,0,1,0,0,0,0,14,6,4,0,9254,0,0,0,0,10826,20080
0,Non-Technical,211,4,0,1,0,1,1,0,14,4,3,0,23871,0,1933,9004,0,3555,38363
2,Hackathon,106,7,0,0,1,0,1,0,8,1,0,1,0,378,1667,0,0,8307,10352
2,Hackathon,36,7,0,1,0,0,1,0,2,1,2,0,8879,0,438,0,0,8792,18109
0,Non-Technical,24,4,1000,1,1,1,1,1,2,1,4,3,2432,1351,324,703,1467,10541,16818
2,Hackathon,107,5,3000,1,1,1,1,0,4,2,1,1,7148,765,1198,1489,0,7260,17860
4,Workshop,84,4,0,1,1,1,1,0,4,2,1,2,1029,1317,1282,6901,0,8132,18661
3,Seminar,81,2,0,1,0,1,0,0,4,2,3,0,2922,0,0,5656,0,9145,17723
3,Seminar,243,1,0,1,1,1,1,0,17,4,2,2,5357,8125,3696,3691,0,4942,25811
4,Workshop,70,3,0,1,1,0,1,0,3,1,4,1,2930,2982,821,0,0,3322,10055
2,Hackathon,52,5,0,1,1,0,1,0,3,1,1,3,5144,1967,843,0,0,6300,14254
3,Seminar,173,3,0,1,1,0,1,0,9,5,2,4,4648,10345,1906,0,0,14818,31717
4,Workshop,99,5,0,1,0,0,0,0,4,1,4,0,4156,0,0,0,0,6326,10482
4,Workshop,100,2,0,1,0,0,1,0,8,1,2,0,3033,0,1493,0,0,8464,12990
4,Workshop,31,2,0,1,0,1,1,0,2,1,1,0,485,0,523,2678,0,12681,16367
4,Workshop,36,4,0,1,1,1,1,0,2,1,4,2,4121,1730,431,2251,0,10519,19052
4,Workshop,97,4,0,1,1,0,1,0,4,1,3,4,3429,4600,1268,0,0,6119,15416
1,Technical,17,3,0,1,0,1,0,0,2,1,4,0,848,0,0,481,0,8525,9854
2,Hackathon,168,6,20000,1,1,1,1,0,14,3,4,5,25157,8324,2606,10963,0,9005,56055
2,Hackathon,66,8,0,1,0,0,1,0,4,2,1,0,10289,0,803,0,0,8031,19123
4,Workshop,82,4,0,1,0,1,1,0,7,2,4,0,4126,0,1307,6731,0,11412,23576
2,Hackathon,169,7,0,1,1,0,1,0,15,3,1,1,12164,740,1763,0,0,3143,17810
1,Technical,142,1,10000,1,0,1,1,0,11,2,3,0,4794,0,1398,7221,0,11350,24763
0,Non-Technical,139,3,0,1,1,0,1,0,8,3,1,3,1962,1827,2094,0,0,7232,13115
2,Hackathon,185,7,3000,1,0,0,1,0,7,3,3,0,38664,0,2404,0,0,13435,54503
1,Technical,51,1,20000,1,0,0,1,1,2,1,4,0,2166,0,772,0,5018,10471,18427
2,Hackathon,59,8,0,1,1,0,1,0,3,1,4,5,2881,3083,820,0,0,5229,12013
4,Workshop,50,5,0,1,1,0,0,0,3,1,3,2,1389,502,0,0,0,6923,8814
0,Non-Technical,83,2,0,1,0,1,1,0,7,1,4,0,4988,0,969,2200,0,3188,11345
3,Seminar,209,3,0,1,0,1,0,0,17,4,1,0,3621,0,0,3277,0,7062,13960
3,Seminar,142,2,0,1,0,0,0,0,7,2,2,0,2478,0,0,0,0,11852,14330
2,Hackathon,66,7,5000,1,1,1,1,1,6,1,2,4,4107,3746,874,1098,2991,10960,23776
2,Hackathon,163,4,3000,1,0,0,1,1,7,4,2,0,4076,0,1931,0,1490,6605,14102
3,Seminar,236,1,0,1,1,1,0,0,21,4,1,4,3732,11192,0,12602,0,5267,32793
3,Seminar,157,2,0,0,1,1,1,0,7,2,0,3,0,2817,1744,2858,0,12255,19674
1,Technical,104,1,0,1,1,0,1,0,4,3,2,1,1652,722,1637,0,0,8223,12234
0,Non-Technical,63,2,7000,1,1,0,1,1,2,1,2,5,1438,3534,747,0,2014,8287,16020
0,Non-Technical,239,3,0,0,1,0,1,0,9,6,0,4,0,4380,3063,0,0,6625,14068
0,Non-Technical,139,4,10000,1,1,0,0,0,5,4,1,5,1926,7192,0,0,0,11122,20240
3,Seminar,251,2,0,1,0,1,0,0,17,6,3,0,11565,0,0,4101,0,4100,19766
0,Non-Technical,248,2,3000,1,0,0,1,1,12,7,4,0,10774,0,2488,0,3670,12744,29676
1,Technical,171,4,15000,1,0,0,0,1,17,4,1,0,10929,0,0,0,1547,12422,24898
